STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,1075,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,1318,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,526,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All education levels,2021,,357,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,0,Early childhood education,2021,,30,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,1,Primary education,2021,,55,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,2,Lower secondary education,2021,,118,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,3,Upper secondary education,2021,,115,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PD,Persons with disability,5-8,Tertiary education,2021,,39,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,_T,All education levels,2021,,3047,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,0,Early childhood education,2021,,183,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Primary education,2021,,212,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,2,Lower secondary education,2021,,957,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,3,Upper secondary education,2021,,1203,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,PWD,Persons without disability,5-8,Tertiary education,2021,,487,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,_T,All education levels,2021,,771,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,0,Early childhood education,2021,,55,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Primary education,2021,,50,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2021,,151,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2021,,320,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2021,,193,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PD,Persons with disability,_T,All education levels,2021,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PD,Persons with disability,1,Primary education,2021,,8,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PD,Persons with disability,2,Lower secondary education,2021,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PD,Persons with disability,3,Upper secondary education,2021,,28,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PD,Persons with disability,5-8,Tertiary education,2021,,14,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,_T,All education levels,2021,,702,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,0,Early childhood education,2021,,52,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,1,Primary education,2021,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,2,Lower secondary education,2021,,135,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,3,Upper secondary education,2021,,292,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2021,,179,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,_T,All education levels,2021,,2633,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,0,Early childhood education,2021,,158,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,1,Primary education,2021,,217,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,2,Lower secondary education,2021,,924,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,3,Upper secondary education,2021,,998,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,_T,No breakdown by disability,5-8,Tertiary education,2021,,333,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,_T,All education levels,2021,,288,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,0,Early childhood education,2021,,27,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,1,Primary education,2021,,47,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,2,Lower secondary education,2021,,102,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,3,Upper secondary education,2021,,87,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PD,Persons with disability,5-8,Tertiary education,2021,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,_T,All education levels,2021,,2345,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,0,Early childhood education,2021,,131,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,1,Primary education,2021,,170,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,2,Lower secondary education,2021,,822,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,3,Upper secondary education,2021,,911,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,R,Rural,PWD,Persons without disability,5-8,Tertiary education,2021,,308,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All education levels,2021,,3653,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,0,Early childhood education,2021,,293,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,1,Primary education,2021,,761,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,1284,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,964,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,346,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,_T,All education levels,2021,,978,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,0,Early childhood education,2021,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,1,Primary education,2021,,257,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,2,Lower secondary education,2021,,353,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,3,Upper secondary education,2021,,226,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,5-8,Tertiary education,2021,,61,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,_T,All education levels,2021,,2675,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,0,Early childhood education,2021,,212,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,1,Primary education,2021,,504,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,2,Lower secondary education,2021,,931,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,3,Upper secondary education,2021,,738,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,5-8,Tertiary education,2021,,285,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All education levels,2021,,814,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,0,Early childhood education,2021,,68,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Primary education,2021,,128,,N,units,,,,,,,,,,
